Paper Title,Paper Link,Publication Year,Publication Type,Publication Title,Author Names,DOI,PDF Link,Open Access,Citations Count,PubMed ID,PMC ID,References,arXiv ID,OpenAlex ID,Source,Abstract,Review,Preprint,arXiv_used
A Review of On-Board Carbon Capture and Storage Techniques: Solutions to the 2030 IMO Regulations,https://doi.org/10.3390/en16186748,2023,review,Energies,"Riccardo Risso, Lucia Cardona, Maurizio Archetti, Filippo Lossani, Bárbara Bosio, Dario Bove",https://doi.org/10.3390/en16186748,https://www.mdpi.com/1996-1073/16/18/6748/pdf?version=1695301022,True,45,,,124,,https://openalex.org/W4386913423,OpenAlex,"The maritime sector is among the most polluting industrial sectors in the world. To oppose this and following the global trend towards carbon neutrality, the International Maritime Organization (IMO) introduced the objective to reduce the CO2 emission of vessels by the year 2030 of 40% and at the same time the European Union will introduce the maritime sector into the ETS system. Therefore, there is a need to reduce the emissions of the working vessels, and this can be accomplished through the Carbon Capture and Storage (CCS). There are many possible CCS technologies that can be applied to vessels: the one that has already been studied the most is the ammine scrubbing of the exhaust gasses. In parallel, other technologies have been proposed to reduce volume and energy needs, which are the Molten Carbonate Fuel Cells (MCFCs), membrane technologies, fixed bed absorption processes and limestone. The review shows how, depending on the used vessel type, the technology to be used may vary, and proposes some preferential options for different applications. The obtained results can be of relevant importance in the present context of energy transition promoting immediate retrofitting to respond to the urgent request for intervention.",YES,NO,NO
Development and Applications of CO2-Responsive Gels in CO2 Flooding and Geological Storage,https://doi.org/10.3390/gels9120936,2023,article,Gels,"Yanxu Ding, Yang Zhao, Xin Wen, Yueliang Liu, Ming Feng, Zhenhua Rui",https://doi.org/10.3390/gels9120936,https://www.mdpi.com/2310-2861/9/12/936/pdf?version=1701256736,True,32,https://pubmed.ncbi.nlm.nih.gov/38131922,,113,,https://openalex.org/W4389203635,OpenAlex,"Gel systems are widely used as plugging materials in the oil and gas industry. Gas channeling can be mitigated by reducing the heterogeneity of the formation and the mobility ratio of CO<sub>2</sub> to crude oil. Cracks and other CO<sub>2</sub> leaking pathways can be plugged during the geological storage of CO<sub>2</sub> to increase the storage stability. By adding CO<sub>2</sub>-responsive groups to the classic polymer gel's molecular chain, CO<sub>2</sub> responsive gel is able to seal and recognize CO<sub>2</sub> in the formation while maintaining the superior performance of traditional polymer gel. The application of CO<sub>2</sub> responsive gels in oil and gas production is still in the stage of laboratory testing on the whole. To actually achieve the commercial application of CO<sub>2</sub> responsive gels in the oil and gas industry, it is imperative to thoroughly understand the CO<sub>2</sub> responsive mechanisms of the various types of CO<sub>2</sub> responsive gels, as well as the advantages and drawbacks of the gels and the direction of future development prospects. This work provides an overview of the research progress and response mechanisms of various types of CO<sub>2</sub> responsive groups and CO<sub>2</sub> responsive gels. Studies of the CO<sub>2</sub> responsive gel development, injectivity, and plugging performance are comprehensively reviewed and summarized. The shortcomings of the existing CO<sub>2</sub> responsive gels system are discussed and the paths for future CO<sub>2</sub> responsive gel development are suggested.",NO,NO,NO
Total Resource Circulation of Desalination Brine: A Review,https://doi.org/10.1002/adsu.202300460,2024,review,Advanced Sustainable Systems,"Cheng‐Han Lee, Hsing‐Jung Ho, Wei‐Sheng Chen, Atsushi Iizuka",https://doi.org/10.1002/adsu.202300460,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adsu.202300460,True,32,,,199,,https://openalex.org/W4392401449,OpenAlex,"Abstract Desalination brine is a concentrated stream that is generated during the desalination process. Brine commonly has high salinity and TDS (total dissolved ions), which contains ions such as Na + , K + , Ca 2+ , Mg 2+ , Cl − , SO 4 2− , HCO 3 − , PO 4 3− , and some critical elements. Currently, the brine treatment mainly applies direct disposal, like surface water discharge, sewer discharge, deep‐well injection, and evaporation ponds. However, these methods can cause harm to marine ecosystems, soil, and groundwater. Therefore, brine can be regarded as a resource to be reutilized. This work then aims to highlight the novel developments of brine application. For example, Na, Ca, and Mg in brine can be employed for carbon capture and utilization with ammonia, amines, and alkaline substances. With slight adjustment, brine can also be directly used as irrigation water, aquaculture water, and the activation of biochar. Furthermore, brine holds a higher concentration of critical elements, which makes many countries and scholars start to conduct element extraction, reducing the amount of ore exploitation. At last, the major obstacles related to these advancements in sustainability, expenses, and technological aspects are outlined, and promising research trends of brine reutilization are also suggested.",YES,NO,NO
E-Fuels: A Comprehensive Review of the Most Promising Technological Alternatives towards an Energy Transition,https://doi.org/10.3390/en17163995,2024,review,Energies,"Sonia Dell’Aversano, Carlo Villante, Katia Gallucci, Giuseppina Vanga, Andrea Di Giuliano",https://doi.org/10.3390/en17163995,https://www.mdpi.com/1996-1073/17/16/3995/pdf?version=1723473353,True,72,,,173,,https://openalex.org/W4401511179,OpenAlex,"E-fuels represent a crucial technology for transitioning to fossil-free energy systems, driven by the need to eliminate dependence on fossil fuels, which are major environmental pollutants. This study investigates the production of carbon-neutral synthetic fuels, focusing on e-hydrogen (e-H2) generated from water electrolysis using renewable electricity and carbon dioxide (CO2) captured from industrial sites or the air (CCUS, DAC). E-H2 can be converted into various e-fuels (e-methane, e-methanol, e-DME/OME, e-diesel/kerosene/gasoline) or combined with nitrogen to produce e-ammonia. These e-fuels serve as efficient energy carriers that can be stored, transported, and utilized across different energy sectors, including transportation and industry. The first objective is to establish a clear framework encompassing the required feedstocks and production technologies, such as water electrolysis, carbon capture, and nitrogen production techniques, followed by an analysis of e-fuel synthesis technologies. The second objective is to evaluate these technologies’ technological maturity and sustainability, comparing energy conversion efficiency and greenhouse gas emissions with their electric counterparts. The sustainability of e-fuels hinges on using renewable electricity. Challenges and future prospects of an energy system based on e-fuels are discussed, aiming to inform the debate on e-fuels’ role in reducing fossil fuel dependency.",YES,NO,NO
Autocatalytic photoredox Chan-Lam coupling of free diaryl sulfoximines with arylboronic acids,https://doi.org/10.1038/s41467-021-21156-w,2021,article,Nature Communications,"Cong Wang, Hui Zhang, Lucille A. Wells, Tian Liu, Tingting Meng, Qingchao Liu, Patrick J. Walsh, Marisa C. Kozlowski, Tiezheng Jia",https://doi.org/10.1038/s41467-021-21156-w,https://www.nature.com/articles/s41467-021-21156-w.pdf,True,68,https://pubmed.ncbi.nlm.nih.gov/33568641,,56,,https://openalex.org/W3127874040,OpenAlex,"N-Arylation of NH-sulfoximines represents an appealing approach to access N-aryl sulfoximines, but has not been successfully applied to NH-diaryl sulfoximines. Herein, a copper-catalyzed photoredox dehydrogenative Chan-Lam coupling of free diaryl sulfoximines and arylboronic acids is described. This neutral and ligand-free coupling is initiated by ambient light-induced copper-catalyzed single-electron reduction of NH-sulfoximines. This electron transfer route circumvents the sacrificial oxidant employed in traditional Chan-Lam coupling reactions, increasing the environmental friendliness of this process. Instead, dihydrogen gas forms as a byproduct of this reaction. Mechanistic investigations also reveal a unique autocatalysis process. The C-N coupling products, N-arylated sulfoximines, serve as ligands along with NH-sulfoximine to bind to the copper species, generating the photocatalyst. DFT calculations reveal that both the NH-sulfoximine substrate and the N-aryl product can ligate the copper accounting for the observed autocatalysis. Two energetically viable stepwise pathways were located wherein the copper facilitates hydrogen atom abstraction from the NH-sulfoximine and the ethanol solvent to produce dihydrogen. The protocol described herein represents an appealing alternative strategy to the classic oxidative Chan-Lam reaction, allowing greater substrate generality as well as the elimination of byproduct formation from oxidants.",NO,NO,NO
Plastic waste gasification for low-carbon hydrogen production: a comprehensive review,https://doi.org/10.1039/d4ya00292j,2025,review,Energy Advances,"Muhammad Aamir Bashir, Tuo Ji, Jennifer Weidman, Yee Soong, McMahan L. Gray, Fan Shi, Ping Wang",https://doi.org/10.1039/d4ya00292j,https://pubs.rsc.org/en/content/articlepdf/2025/ya/d4ya00292j,True,49,,,202,,https://openalex.org/W4406421711,OpenAlex,A comprehensive review of low-carbon hydrogen production via plastic waste gasification.,YES,NO,NO
Reduction potential of the energy penalty for CO2 capture in CCS,https://doi.org/10.1007/s11708-023-0864-x,2023,article,Frontiers in Energy,"Yawen Zheng, Lin Gao, Song He, Hongguang Jin",https://doi.org/10.1007/s11708-023-0864-x,https://link.springer.com/content/pdf/10.1007/s11708-023-0864-x.pdf,True,48,,,41,,https://openalex.org/W4323316411,OpenAlex,,NO,NO,NO
CO2 Capture: A Comprehensive Review and Bibliometric Analysis of Scalable Materials and Sustainable Solutions,https://doi.org/10.3390/molecules30030563,2025,review,Molecules,"Domingo César Carrascal-Hernández, Carlos David Grande‐Tovar, Maximiliano Méndez‐López, Daniel Insuasty, Samira García-Freites, Marco Sanjuán, Edgar Márquez",https://doi.org/10.3390/molecules30030563,https://www.mdpi.com/1420-3049/30/3/563/pdf?version=1737891641,True,25,https://pubmed.ncbi.nlm.nih.gov/39942667,,212,,https://openalex.org/W4406865467,OpenAlex,"The greenhouse effect and global warming, driven by the accumulation of pollutants, such as sulfur oxides (SOx), nitrogen oxides (NOx), and CO<sub>2</sub>, are primarily caused by the combustion of fossil fuels and volcanic eruptions. These phenomena represent an international crisis that negatively impacts human health and the environment. Several studies have reported novel carbon capture, utilization, and storage (CCUS) technologies, promising solutions. Notable methods include chemical absorption using solvents, and the development of functionalized porous materials, such as MCM-41, impregnated with amines like polyethyleneimine. These technologies have demonstrated high capture capacity and thermal stability; however, they face challenges related to recyclability and high operating costs. In parallel, biodegradable polymers and hydrogels present sustainable alternatives with a lower environmental impact, although their industrial scalability remains limited. This review comprehensively analyzes CO<sub>2</sub> capture methods, focusing on silica-based porous supports, polymers, hydrogels, and emerging techniques, like CCUS and MOFs, while including traditional methods and a bibliometric analysis to update the field's scientific dynamics. With increasing investigations focused on developing new CCUS technologies, this study highlights a growing interest in eco-friendly alternatives. A bibliometric analysis of 903 articles published between 2010 and 2024 provides an overview of current research on environmentally friendly carbon capture technologies. Countries such as the United States, the United Kingdom, and India are leading research efforts in this field, emphasizing the importance of scientific collaboration. Despite these advancements, implementing these technologies in industrial sectors with high greenhouse gas emissions remains scarce. This underscores the need for public policies and financing to promote their development and application in these sectors. Future research should prioritize materials with high capture capacity, efficient transformation, and valorization of CO<sub>2</sub> while promoting circular economy approaches and decarbonizing challenging sectors, such as energy and transportation. Integrating environmentally friendly materials, energy optimization, and sustainable strategies is essential to position these technologies as key tools in the fight against climate change.",YES,NO,NO
Breakthrough innovations in carbon dioxide mineralization for a sustainable future,https://doi.org/10.1007/s11157-024-09695-2,2024,article,Reviews in Environmental Science and Bio/Technology,"Ramesh Kumar, Woo Jin Chung, Moonis Ali Khan, Moon Son, Young‐Kwon Park, Sang Soo Lee, Byong‐Hun Jeon",https://doi.org/10.1007/s11157-024-09695-2,,True,39,,,196,,https://openalex.org/W4401065225,OpenAlex,,NO,NO,NO
Decarbonization of Power and Industrial Sectors: The Role of Membrane Processes,https://doi.org/10.3390/membranes13020130,2023,review,Membranes,"Azizbek Kamolov, Zafar Turakulov, Sarvar Rejabov, Guillermo Díaz‐Sainz, Lucía Gómez‐Coma, Adham Norkobilov, Marcos Fallanza, Ángel Irabien",https://doi.org/10.3390/membranes13020130,https://www.mdpi.com/2077-0375/13/2/130/pdf?version=1674176264,True,37,https://pubmed.ncbi.nlm.nih.gov/36837633,,122,,https://openalex.org/W4317433674,OpenAlex,"Carbon dioxide (CO<sub>2</sub>) is the single largest contributor to climate change due to its increased emissions since global industrialization began. Carbon Capture, Storage, and Utilization (CCSU) is regarded as a promising strategy to mitigate climate change, reducing the atmospheric concentration of CO<sub>2</sub> from power and industrial activities. Post-combustion carbon capture (PCC) is necessary to implement CCSU into existing facilities without changing the combustion block. In this study, the recent research on various PCC technologies is discussed, along with the membrane technology for PCC, emphasizing the different types of membranes and their gas separation performances. Additionally, an overall comparison of membrane separation technology with respect to other PCC methods is implemented based on six different key parameters-CO<sub>2</sub> purity and recovery, technological maturity, scalability, environmental concerns, and capital and operational expenditures. In general, membrane separation is found to be the most competitive technique in conventional absorption as long as the highly-performed membrane materials and the technology itself reach the full commercialization stage. Recent updates on the main characteristics of different flue gas streams and the Technology Readiness Levels (TRL) of each PCC technology are also provided with a brief discussion of their latest progresses.",NO,NO,NO
CO<sub>2</sub> Electrolysis Technologies: Bridging the Gap toward Scale-up and Commercialization,https://doi.org/10.1021/acsenergylett.4c00955,2024,review,ACS Energy Letters,"Blanca Belsa, Lu Xia, F. Pelayo Garcı́a de Arquer",https://doi.org/10.1021/acsenergylett.4c00955,,True,79,https://pubmed.ncbi.nlm.nih.gov/39296967,,61,,https://openalex.org/W4401457683,OpenAlex,"CO<sub>2</sub> electroreduction (CO<sub>2</sub>E) converts CO<sub>2</sub> into carbon-based fuels and chemical feedstocks that can be integrated into existing chemical processes. After decades of research, CO<sub>2</sub>E is approaching commercialization with several startups, pilot plants, and large initiatives targeting different products. Here, we analyze the global efforts in scaling up CO<sub>2</sub>E, addressing implementation challenges and proposing methods for acceleration. We present a comparative analysis of key performance indicators (KPIs) between laboratory and industrial settings and suggest a stepwise technoeconomic analysis (TEA) framework, supported by industrial data, exploiting interactions within the academic and industrial communities. We identify the lack of systems-oriented standardization and durability as the main bottlenecks slowing down progress in the lab-to-prototype-to-market pathway of CO<sub>2</sub>E technologies. Inspired by electrolysis and fuel cell technologies, we outline protocols to advance fundamental research and aid catalyst development progress in performance, upscaling, and technology readiness level of CO<sub>2</sub>E.",NO,NO,NO
Recent Progress in the Integration of CO2 Capture and Utilization,https://doi.org/10.3390/molecules28114500,2023,review,Molecules,"Huanghao Ning, Yongdan Li, Cuijuan Zhang",https://doi.org/10.3390/molecules28114500,https://www.mdpi.com/1420-3049/28/11/4500/pdf?version=1685684400,True,31,https://pubmed.ncbi.nlm.nih.gov/37298975,,59,,https://openalex.org/W4379185157,OpenAlex,"CO<sub>2</sub> emission is deemed to be mainly responsible for global warming. To reduce CO<sub>2</sub> emissions into the atmosphere and to use it as a carbon source, CO<sub>2</sub> capture and its conversion into valuable chemicals is greatly desirable. To reduce the transportation cost, the integration of the capture and utilization processes is a feasible option. Here, the recent progress in the integration of CO<sub>2</sub> capture and conversion is reviewed. The absorption, adsorption, and electrochemical separation capture processes integrated with several utilization processes, such as CO<sub>2</sub> hydrogenation, reverse water-gas shift reaction, or dry methane reforming, is discussed in detail. The integration of capture and conversion over dual functional materials is also discussed. This review is aimed to encourage more efforts devoted to the integration of CO<sub>2</sub> capture and utilization, and thus contribute to carbon neutrality around the world.",NO,NO,NO
Solvents for Membrane-Based Post-Combustion CO2 Capture for Potential Application in the Marine Environment,https://doi.org/10.3390/app12126100,2022,article,Applied Sciences,"Theodoros Damartzis, Akrivi Asimakopoulou, Dimitrios Koutsonikolas, G. Skevis, Chara Georgopoulou, George Dimopoulos, L. A. A. Nikolopoulos, Konstantinos Bougiouris, Hans Richter, Udo Lubenau, Solon P. Economopoulos, Cristina Perinu, David Hopkinson, Grigorios Panagakos",https://doi.org/10.3390/app12126100,https://www.mdpi.com/2076-3417/12/12/6100/pdf?version=1655881820,True,30,,,108,,https://openalex.org/W4282971059,OpenAlex,"Carbon capture on-board ships represents a powerful technological measure in order for the shipping industry to meet the very stringent GHG emission reduction requirements. Operation within the ship environment introduces a number of constraints associated mainly with space, energy supply, and safety which have to be addressed using compact yet efficient solutions. To this end, solvent-based membrane CO2 capture offers several advantages and has the necessary technological maturity for on-board installation. Solvent choice remains a critical issue both for reasons associated with process efficiency as well as on-board safety. In this paper, we present an up-to-date comprehensive review of the different solvents that can be used for post-combustion CO2 capture. Furthermore, we investigated the solvents’ performance as determined by their inherent characteristics, properties, and behavior for a range of operating conditions against the strict shipping requirements. A preliminary qualitative comparative assessment was carried out based on appropriately selected key performance indicators (KPIs) pertinent to the requirements of the shipping industry. The identified solvent classes were compared using the most critical KPIs for system integration with the ship. It was concluded that at present, no solvent category can efficiently address all the requirements of the ship. However, widely used solvents such as secondary amines showed relatively good compatibility with the majority of the introduced KPIs. On the other hand, more recently developed molecules, such as phase change solvents and ionic liquids, can easily prevail over the vast majority of the identified solvents as long as they are brought to the same level of technological maturity with benchmark solvents. Such a conclusion points toward the need for accelerating research on more tailor-made and performance-targeted solvents.",NO,NO,NO
Effect of Amine Functionalization of MOF Adsorbents for Enhanced CO2 Capture and Separation: A Molecular Simulation Study,https://doi.org/10.3389/fchem.2020.574622,2021,article,Frontiers in Chemistry,"Daniel Bahamón, Anlu Wei, Santiago Builes, Maryam Khaleel, Lourdes F. Vega",https://doi.org/10.3389/fchem.2020.574622,https://www.frontiersin.org/articles/10.3389/fchem.2020.574622/pdf,True,40,https://pubmed.ncbi.nlm.nih.gov/33585395,,78,,https://openalex.org/W3118798314,OpenAlex,"Different types of amine-functionalized MOF structures were analyzed in this work using molecular simulations in order to determine their potential for post-combustion carbon dioxide capture and separation. Six amine models -of different chain lengths and degree of substitution- grafted to the unsaturated metal sites of the M<sub>2</sub>(dobdc) MOF [and its expanded version, M<sub>2</sub>(dobpdc)] were evaluated, in terms of adsorption isotherms, selectivity, cyclic working capacity and regenerability. Good agreement between simulation results and available experimental data was obtained. Moreover, results show two potential structures with high cyclic working capacities if used for Temperature Swing Adsorption processes: mmen/Mg/DOBPDC and mda-Zn/DOBPDC. Among them, the -mmen functionalized structure has higher CO<sub>2</sub> uptake and better cyclability (regenerability) for the flue gas mixtures and conditions studied. Furthermore, it is shown that more amine functional groups grafted on the MOFs and/or full functionalization of the metal centers do not lead to better CO<sub>2</sub> separation capabilities due to steric hindrances. In addition, multiple alkyl groups bonded to the amino group yield a shift in the step-like adsorption isotherms in the larger pore structures, at a given temperature. Our calculations shed light on how functionalization can enhance gas adsorption <i>via</i> the cooperative chemi-physisorption mechanism of these materials, and how the materials can be tuned for desired adsorption characteristics.",NO,NO,NO
Hypercrosslinked Polymers as a Photocatalytic Platform for Visible‐Light‐Driven CO <sub>2</sub> Photoreduction Using H <sub>2</sub> O,https://doi.org/10.1002/cssc.202002824,2021,article,ChemSusChem,"Giulia E. M. Schukraft, Robert T. Woodward, Santosh Kumar, Michael Sachs, Salvador Eslava, Camille Petit",https://doi.org/10.1002/cssc.202002824,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cssc.202002824,True,60,https://pubmed.ncbi.nlm.nih.gov/33428301,,43,,https://openalex.org/W3119810453,OpenAlex,"The design of robust, high-performance photocatalysts is key for the success of solar fuel production by CO<sub>2</sub> conversion. In this study, hypercrosslinked polymer (HCP) photocatalysts have been developed for the selective reduction of CO<sub>2</sub> to CO, combining excellent CO<sub>2</sub> sorption capacities, good general stabilities, and low production costs. HCPs are active photocatalysts in the visible light range, significantly outperforming the benchmark material, TiO<sub>2</sub> P25, using only sacrificial H<sub>2</sub> O. It is hypothesized that superior H<sub>2</sub> O adsorption capacities facilitate access to photoactive sites, improving photocatalytic conversion rates when compared to sacrificial H<sub>2</sub> . These polymers are an intriguing set of organic photocatalysts, displaying no long-range order or extended π-conjugation. The as-synthesized networks are the sole photocatalytic component, requiring no added cocatalyst doping or photosensitizer, representing a highly versatile and exciting platform for solar-energy conversion.",NO,NO,NO
Mechanisms of Mg carbonates precipitation and implications for CO<sub>2</sub> capture and utilization/storage,https://doi.org/10.1039/d2qi02482a,2023,article,Inorganic Chemistry Frontiers,"Hellen S. Santos, Hoang Nguyen, Fabrício Venâncio, D.D. Ramteke, Ron Zevenhoven, Päivö Kinnunen",https://doi.org/10.1039/d2qi02482a,https://pubs.rsc.org/en/content/articlepdf/2023/qi/d2qi02482a,True,76,,,146,,https://openalex.org/W4319027824,OpenAlex,"The precipitation of anhydrous Mg carbonates is hindered by the high energy barrier for dehydrating Mg 2+ cations, and the mechanisms involved ( classical or non-classical crystallization ) in their precipitation remains as a scientific gap.",NO,NO,NO
Comparative Review for Enhancing CO2 Capture Efficiency with Mixed Amine Systems and Catalysts,https://doi.org/10.3390/molecules29194618,2024,review,Molecules,"Wenhao Jiang, Yu‐Chen Lin, Chengqi Sun, Yin Sun, Yunlong Zhu",https://doi.org/10.3390/molecules29194618,https://www.mdpi.com/1420-3049/29/19/4618/pdf,True,35,https://pubmed.ncbi.nlm.nih.gov/39407549,,104,,https://openalex.org/W4402993288,OpenAlex,"This study investigates methods to enhance the efficiency of CO<sub>2</sub> capture using organic amine absorption and compares the performance of traditional and novel amine solvents. It reviews various single-component and mixed amine absorbents, as well as catalysts used in these methods, highlighting the superiority of mixed amine absorbents over single-component amine absorbents in CO<sub>2</sub> absorption and desorption. Additionally, the study explores the catalytic mechanisms and effects of catalysts in the CO<sub>2</sub> absorption/desorption process with amine solvents and provides an outlook on future research directions. The aim is to promote the widespread adoption of organic amine absorption technology in industrial applications and to contribute to the development of more sustainable and efficient CO<sub>2</sub> capture technologies.",YES,NO,NO
Updates on Hydrogen Value Chain: A Strategic Roadmap,https://doi.org/10.1002/gch2.202300073,2023,article,Global Challenges,"Julio Cesar Garcia-Navarro, Mark A. Isaacs, Marco Favaro, Dan Ren, Wee‐Jun Ong, Michaël Grätzel, Pablo Jiménez‐Calvo",https://doi.org/10.1002/gch2.202300073,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/gch2.202300073,True,34,https://pubmed.ncbi.nlm.nih.gov/38868605,,62,,https://openalex.org/W4383621005,OpenAlex,"A strategic roadmap for noncarbonized fuels is a global priority, and the reduction of carbon dioxide emissions is a key focus of the Paris Agreement to mitigate the effects of rising temperatures. In this context, hydrogen is a promising noncarbonized fuel, but the pace of its implementation will depend on the engineering advancements made at each step of its value chain. To accelerate its adoption, various applications of hydrogen across industries, transport, power, and building sectors have been identified, where it can be used as a feedstock, fuel, or energy carrier and storage. However, widespread usage of hydrogen will depend on its political, industrial, and social acceptance. It is essential to carefully assess the hydrogen value chain and compare it with existing solar technologies. The major challenge to widespread adoption of hydrogen is its cost as outlined in the roadmap for hydrogen. It needs to be produced at the levelized cost of hydrogen of less than $2 kg<sup>-1</sup> to be competitive with the established process of steam methane reforming. Therefore, this review provides a comprehensive analysis of each step of the hydrogen value chain, outlining both the current challenges and recent advances.",NO,NO,NO
Electrification of the chemical industry—materials innovations for a lower carbon future,https://doi.org/10.1557/s43577-021-00243-9,2021,article,MRS Bulletin,"Ibrahim Eryazici, Ramesh Narayan, Carlos Villa",https://doi.org/10.1557/s43577-021-00243-9,https://link.springer.com/content/pdf/10.1557/s43577-021-00243-9.pdf,True,51,,,22,,https://openalex.org/W4210343576,OpenAlex,"Abstract The chemical industry contributes to 6% of global anthropogenic greenhouse gas (GHG) emissions. A handful of chemical processes (ammonia, nitric acid, methanol, olefins, aromatics, and chlor-alkali) account for 65% of those emissions. Decarbonization of the chemical industry will depend on addressing the intermittency of renewable electricity possibly via low-carbon hydrogen production using water electrolysis. A low-carbon power grid, which could happen in the next decade, would enable the chemical industry to reduce its GHG emissions by at least 35 percent. The remaining heat-based and direct emissions could be addressed by direct use of low-carbon electricity for heat or by generating hydrogen that can be used as a fuel and reducing agent coupled with CO 2 capture and utilization efforts. Herein, we discuss how materials innovations could enable the transition to a lower carbon future when based on first-principles and economic realities. Graphical Abstract",NO,NO,NO
Direct Biocatalytic Processes for CO2 Capture as a Green Tool to Produce Value-Added Chemicals,https://doi.org/10.3390/molecules28145520,2023,review,Molecules,"Rocío Villa, Susana Nieto, Antonio Donaire, Pedro Lozano",https://doi.org/10.3390/molecules28145520,https://www.mdpi.com/1420-3049/28/14/5520/pdf?version=1689903513,True,30,https://pubmed.ncbi.nlm.nih.gov/37513391,,302,,https://openalex.org/W4384823371,OpenAlex,"Direct biocatalytic processes for CO<sub>2</sub> capture and transformation in value-added chemicals may be considered a useful tool for reducing the concentration of this greenhouse gas in the atmosphere. Among the other enzymes, carbonic anhydrase (CA) and formate dehydrogenase (FDH) are two key biocatalysts suitable for this challenge, facilitating the uptake of carbon dioxide from the atmosphere in complementary ways. Carbonic anhydrases accelerate CO<sub>2</sub> uptake by promoting its solubility in water in the form of hydrogen carbonate as the first step in converting the gas into a species widely used in carbon capture storage and its utilization processes (CCSU), particularly in carbonation and mineralization methods. On the other hand, formate dehydrogenases represent the biocatalytic machinery evolved by certain organisms to convert CO<sub>2</sub> into enriched, reduced, and easily transportable hydrogen species, such as formic acid, via enzymatic cascade systems that obtain energy from chemical species, electrochemical sources, or light. Formic acid is the basis for fixing C<sub>1</sub>-carbon species to other, more reduced molecules. In this review, the state-of-the-art of both methods of CO<sub>2</sub> uptake is assessed, highlighting the biotechnological approaches that have been developed using both enzymes.",NO,NO,NO
"Carbon Dioxide Conversion to Nanomaterials: Methods, Applications, and Challenges",https://doi.org/10.1021/acs.energyfuels.1c01533,2021,article,Energy & Fuels,"Sameera Wickramasinghe, Jingxin Wang, Badie I. Morsi, Bingyun Li",https://doi.org/10.1021/acs.energyfuels.1c01533,,True,43,,,103,,https://openalex.org/W3183317161,OpenAlex,"Anthropogenic carbon dioxide (CO2) emission is one of the biggest global threats that we are confronted with in the 21st century. A lack of prompt action to mitigate the atmospheric CO2 level could lead to global catastrophic events. As a result of the significance of the aforementioned threat, multiple nations have agreed to enact carbon capture, storage, utilization, and sequestration (CCUS) technologies at academic and industrial scales with the aim of lowering the atmospheric CO2 level. Although there are many reviews on CCUS technologies, there is a lack of comprehensive review on CO2 conversion to more economically valuable products, such as nanomaterials. Carbon dioxide capture and conversion into nanomaterials is an interesting research topic in many ways because it contributes to our fundamental knowledge of material conversion, provides alternative ways to reduce atmospheric pollution, and yields lucrative products, which has not been explored broadly. Aside from the positive outcomes, we have a moral obligation to rectify a global threat caused by anthropogenic emission. Herein, we present current methods of converting CO2 into organic and inorganic nanomaterials with a focus on operating conditions and challenges as well as the potential of nanomaterials in specifically biomedical applications as opposed to extensively reviewed energy-related uses. Moreover, our review emphasizes the toxicity issues related to using such nanomaterials in biological settings based on literature and other comparable studies.",NO,NO,NO
GABARAP sequesters the FLCN-FNIP tumor suppressor complex to couple autophagy with lysosomal biogenesis,https://doi.org/10.1126/sciadv.abj2485,2021,article,Science Advances,"Jonathan M. Goodwin, Ward G. Walkup, Kirsty M. Hooper, Taoyingnan Li, Chieko Kishi‐Itakura, Aylwin Ng, Timothy Z. Lehmberg, Archana Jha, Sravya Kommineni, Katherine Fletcher, Jorge García‐Fortanet, Yaya Fan, Qing Tang, Menghao Wei, Asmita Agrawal, Sagar R. Budhe, Sreekanth R. Rouduri, Dan Baird, Jeff Saunders, Janna Kiselar, Mark R. Chance, Andrea Ballabio, B.A. Appleton, John H. Brumell, Oliver Florey, Leon O. Murphy",https://doi.org/10.1126/sciadv.abj2485,,True,123,https://pubmed.ncbi.nlm.nih.gov/34597140,,79,,https://openalex.org/W3203574804,OpenAlex,"Adaptive changes in lysosomal capacity are driven by the transcription factors TFEB and TFE3 in response to increased autophagic flux and endolysosomal stress, yet the molecular details of their activation are unclear. LC3 and GABARAP members of the ATG8 protein family are required for selective autophagy and sensing perturbation within the endolysosomal system. Here, we show that during the conjugation of ATG8 to single membranes (CASM), Parkin-dependent mitophagy, and <i>Salmonella</i>-induced xenophagy, the membrane conjugation of GABARAP, but not LC3, is required for activation of TFEB/TFE3 to control lysosomal capacity. GABARAP directly binds to a previously unidentified LC3-interacting motif (LIR) in the FLCN/FNIP tumor suppressor complex and mediates sequestration to GABARAP-conjugated membrane compartments. This disrupts FLCN/FNIP GAP function toward RagC/D, resulting in impaired substrate-specific mTOR-dependent phosphorylation of TFEB. Thus, the GABARAP-FLCN/FNIP-TFEB axis serves as a molecular sensor that coordinates lysosomal homeostasis with perturbations and cargo flux within the autophagy-lysosomal network.",NO,NO,NO
